0,mf,tp,AMC,Scheme Name,Scheme Type,Scheme Category,Scheme NAV Name,Scheme Minimum Amount,Launch Date, Closure Date,ISIN Div Payout/ ISIN GrowthISIN Div Reinvestment
148921,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Multi-Cap Fund,Open Ended,Equity Scheme - Multi Cap Fund,Aditya Birla Sun Life Multi-Cap Fund-Direct Growth,500,19-Apr-2021,03-May-2021,INF209KB1Y49
148920,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Multi-Cap Fund,Open Ended,Equity Scheme - Multi Cap Fund,Aditya Birla Sun Life Multi-Cap Fund-Direct IDCW Payout,500,19-Apr-2021,03-May-2021,INF209KB1Y56
148918,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Multi-Cap Fund,Open Ended,Equity Scheme - Multi Cap Fund,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,500,19-Apr-2021,03-May-2021,INF209KB1Y23
148919,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Multi-Cap Fund,Open Ended,Equity Scheme - Multi Cap Fund,Aditya Birla Sun Life Multi-Cap Fund-Regular-IDCW Payout,500,19-Apr-2021,03-May-2021,INF209KB1Y31
119528,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Frontline Equity Fund,Open Ended,Equity Scheme - Large Cap Fund,Aditya Birla Sun Life Frontline Equity Fund - Growth - Direct Plan,5000,23-Sep-2002,,INF209K01YY7
119527,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Frontline Equity Fund,Open Ended,Equity Scheme - Large Cap Fund,Aditya Birla Sun Life Frontline Equity Fund-DIRECT - IDCW,5000,23-Sep-2002,,INF209K01YX9INF209K01YW1
103174,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Frontline Equity Fund,Open Ended,Equity Scheme - Large Cap Fund,Aditya Birla Sun Life Frontline Equity Fund-Growth,5000,23-Sep-2002,,INF209K01BR9
103173,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Frontline Equity Fund,Open Ended,Equity Scheme - Large Cap Fund,Aditya Birla Sun Life Frontline Equity Fund-Regular - IDCW,5000,23-Sep-2002,,INF209K01BO6INF209K01EC5
119436,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Equity Advantage Fund,Open Ended,Equity Scheme - Large & Mid Cap Fund,Aditya Birla Sun Life Equity Advantage Fund - Growth - Direct Plan,5000,24-Feb-1995,24-Feb-1995,INF209K01VH8
100033,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Equity Advantage Fund,Open Ended,Equity Scheme - Large & Mid Cap Fund,Aditya Birla Sun Life Equity Advantage Fund - Regular Growth,5000,24-Feb-1995,24-Feb-1995,INF209K01165
119433,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Equity Advantage Fund,Open Ended,Equity Scheme - Large & Mid Cap Fund,Aditya Birla Sun Life Equity Advantage Fund -Direct - IDCW,5000,24-Feb-1995,24-Feb-1995,INF209K01VG0INF209K01VI6
100034,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Equity Advantage Fund,Open Ended,Equity Scheme - Large & Mid Cap Fund,Aditya Birla Sun Life Equity Advantage Fund -Regular - IDCW,5000,24-Feb-1995,24-Feb-1995,INF209K01157INF209K01CE5
119620,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Midcap Fund,Open Ended,Equity Scheme - Mid Cap Fund,Aditya Birla Sun Life Midcap Fund - Growth - Direct Plan,5000,09-Sep-2002,09-Sep-2002,INF209K01Q30
119619,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Midcap Fund,Open Ended,Equity Scheme - Mid Cap Fund,Aditya Birla Sun Life Midcap Fund -DIRECT - IDCW,5000,09-Sep-2002,09-Sep-2002,INF209K01Q22
101591,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Midcap Fund,Open Ended,Equity Scheme - Mid Cap Fund,Aditya Birla Sun Life Midcap Fund -REGULAR - IDCW,5000,09-Sep-2002,09-Sep-2002,INF209K01355INF209K01CN6
101592,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Midcap Fund,Open Ended,Equity Scheme - Mid Cap Fund,Aditya Birla Sun Life MIDCAP Fund-Growth,5000,09-Sep-2002,09-Sep-2002,INF209K01363
105804,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Small Cap Fund,Open Ended,Equity Scheme - Small Cap Fund,Aditya Birla Sun Life Small Cap Fund - GROWTH,Rs. 5000/-,09-Apr-2007,15-Apr-2007,INF209K01EN2
119556,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Small Cap Fund,Open Ended,Equity Scheme - Small Cap Fund,Aditya Birla Sun Life Small Cap Fund - Growth - Direct Plan,Rs. 5000/-,09-Apr-2007,15-Apr-2007,INF209K01WN4
119557,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Small Cap Fund,Open Ended,Equity Scheme - Small Cap Fund,Aditya Birla Sun Life Small Cap Fund -Direct - IDCW,Rs. 5000/-,09-Apr-2007,15-Apr-2007,INF209K01WM6
105805,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Small Cap Fund,Open Ended,Equity Scheme - Small Cap Fund,Aditya Birla Sun Life Small Cap Fund -Regular - IDCW,Rs. 5000/-,09-Apr-2007,15-Apr-2007,INF209K01EO0INF209K01EP7
119507,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Dividend Yield Fund,Open Ended,Equity Scheme - Dividend Yield Fund,Aditya Birla Sun Life Dividend Yield Fund - Growth - Direct Plan,5000,23-Jan-2003,27-Jan-2003,INF209K01WA1
101738,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Dividend Yield Fund,Open Ended,Equity Scheme - Dividend Yield Fund,Aditya Birla Sun Life Dividend Yield Fund - Growth - Regular Plan,5000,23-Jan-2003,27-Jan-2003,INF209K01405
119506,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Dividend Yield Fund,Open Ended,Equity Scheme - Dividend Yield Fund,Aditya Birla Sun Life Dividend Yield Fund -DIRECT - IDCW,5000,23-Jan-2003,27-Jan-2003,INF209K01Q55INF209K01WB9
101737,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Dividend Yield Fund,Open Ended,Equity Scheme - Dividend Yield Fund,Aditya Birla Sun Life Dividend Yield Fund -REGULAR - IDCW,5000,23-Jan-2003,27-Jan-2003,INF209K01397INF209K01CP1
119658,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Pure Value Fund,Open Ended,Equity Scheme - Value Fund,Aditya Birla Sun Life Pure Value Fund - Direct - IDCW,5000,17-Jan-2008,01-Mar-2008,INF209K01WP9
119659,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Pure Value Fund,Open Ended,Equity Scheme - Value Fund,Aditya Birla Sun Life Pure Value Fund - Growth - Direct Plan,5000,17-Jan-2008,01-Mar-2008,INF209K01WQ7
108167,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Pure Value Fund,Open Ended,Equity Scheme - Value Fund,Aditya Birla Sun Life Pure Value Fund - Growth Option,5000,17-Jan-2008,01-Mar-2008,INF209K01LF3
108166,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Pure Value Fund,Open Ended,Equity Scheme - Value Fund,Aditya Birla Sun Life Pure Value Fund - Regular - IDCW,5000,17-Jan-2008,01-Mar-2008,INF209K01LE6INF209K01LG1
119564,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Focused Equity Fund,Open Ended,Equity Scheme - Focused Fund,Aditya Birla Sun Life Focused Equity Fund - Growth - Direct Plan,Minimum of Rs. 5000/- and in multiplesof Re. 1/-,30-Aug-2005,,INF209K01WE3
119563,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Focused Equity Fund,Open Ended,Equity Scheme - Focused Fund,Aditya Birla Sun Life Focused Equity Fund -Direct - IDCW,Minimum of Rs. 5000/- and in multiplesof Re. 1/-,30-Aug-2005,,INF209K01Q71INF209K01WF0
103309,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Focused Equity Fund,Open Ended,Equity Scheme - Focused Fund,Aditya Birla Sun Life Focused Equity Fund -Growth Option,Minimum of Rs. 5000/- and in multiplesof Re. 1/-,30-Aug-2005,,INF209K01462
103308,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Focused Equity Fund,Open Ended,Equity Scheme - Focused Fund,Aditya Birla Sun Life Focused Equity Fund -Regular - IDCW,Minimum of Rs. 5000/- and in multiplesof Re. 1/-,30-Aug-2005,,INF209K01454INF209K01CS5
125598,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Banking and Financial Services Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,Aditya Birla Sun Life Banking and Financial Services Fund - DIRECT - IDCW,Rs. 5000/- and in multiples of Rs.1/- thereafter,25-Nov-2013,,INF209K013W3INF209K015W8
125597,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Banking and Financial Services Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,Aditya Birla Sun Life Banking and Financial Services Fund - Direct Plan - Growth,Rs. 5000/- and in multiples of Rs.1/- thereafter,25-Nov-2013,,INF209K014W1
125596,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Banking and Financial Services Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,Aditya Birla Sun Life Banking and Financial Services Fund - REGULAR - IDCW,Rs. 5000/- and in multiples of Rs.1/- thereafter,25-Nov-2013,,INF209K010W9INF209K012W5
125595,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Banking and Financial Services Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,Aditya Birla Sun Life Banking and Financial Services Fund - Regular Plan - Growth,Rs. 5000/- and in multiples of Rs.1/- thereafter,25-Nov-2013,,INF209K011W7
119576,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Commodity Equities Fund - Global Agri Plan,Open Ended,Equity Scheme - Sectoral/ Thematic,Aditya Birla Sun Life Commodity Equities Fund - Global Agri Plan - Growth - Direct Plan,5000,15-Sep-2008,14-Oct-2008,INF209K01VL0
111349,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Commodity Equities Fund - Global Agri Plan,Open Ended,Equity Scheme - Sectoral/ Thematic,Aditya Birla Sun Life Commodity Equities Fund - Global Agri Plan - Growth - Regular Plan,5000,15-Sep-2008,14-Oct-2008,INF209K01207
119575,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Commodity Equities Fund - Global Agri Plan,Open Ended,Equity Scheme - Sectoral/ Thematic,Aditya Birla Sun Life Commodity Equities Fund - Global Agri Plan -Direct - IDCW,5000,15-Sep-2008,14-Oct-2008,INF209K01P64INF209K01VM8
111348,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Commodity Equities Fund - Global Agri Plan,Open Ended,Equity Scheme - Sectoral/ Thematic,Aditya Birla Sun Life Commodity Equities Fund - Global Agri Plan -Regular - IDCW,5000,15-Sep-2008,14-Oct-2008,INF209K01199INF209K01CG0
120539,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Digital India Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,Aditya Birla Sun Life Digital India Fund - Growth - Direct Plan,5000,15-Dec-1999,,INF209K01VF2
103168,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Digital India Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,Aditya Birla Sun Life Digital India Fund - Growth - Regular Plan,5000,15-Dec-1999,,INF209K01140
120538,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Digital India Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,Aditya Birla Sun Life Digital India Fund -DIRECT - IDCW,5000,15-Dec-1999,,INF209K01P49
103167,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Digital India Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,Aditya Birla Sun Life Digital India Fund -Regular - IDCW,5000,15-Dec-1999,,INF209K01132INF209K01CD7
148640,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life ESG Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,Aditya Birla Sun Life ESG Fund-Direct - Payout of IDCW,500,04-Dec-2020,,INF209KB1U84INF209KB1U92
148637,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life ESG Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,Aditya Birla Sun Life ESG Fund-Direct Plan-Growth,500,04-Dec-2020,,INF209KB1U76
148636,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life ESG Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,Aditya Birla Sun Life ESG Fund-Regular - Payout of IDCW,500,04-Dec-2020,,INF209KB1U50INF209KB1U68
148635,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life ESG Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,Aditya Birla Sun Life ESG Fund-Regular Plan-Growth,500,04-Dec-2020,,INF209KB1U43
119591,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life India GenNext Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,Aditya Birla Sun Life India Gennext Fund - Growth - Direct Plan,Rs. 5000 per application,14-Jun-2005,12-Jul-2005,INF209K01WC7
119590,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life India GenNext Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,Aditya Birla Sun Life India Gennext Fund -DIRECT - IDCW,Rs. 5000 per application,14-Jun-2005,12-Jul-2005,INF209K01Q63
103110,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life India GenNext Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,Aditya Birla Sun Life India Gennext Fund -Regular - IDCW,Rs. 5000 per application,14-Jun-2005,12-Jul-2005,INF209K01439INF209K01CR7
103111,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life India GenNext Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,Aditya Birla Sun Life India Gennext Fund-Growth Option,Rs. 5000 per application,14-Jun-2005,12-Jul-2005,INF209K01447
119515,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Infrastructure Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,Aditya Birla Sun Life Infrastructure Fund -  Direct - IDCW,5000,31-Jan-2006,,INF209K01WG8
103475,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Infrastructure Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,Aditya Birla Sun Life Infrastructure Fund -  Regular - IDCW,5000,31-Jan-2006,,INF209K01470INF209K01CT3
119514,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Infrastructure Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,Aditya Birla Sun Life Infrastructure Fund - Growth - Direct Plan,5000,31-Jan-2006,,INF209K01WH6
103476,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Infrastructure Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,Aditya Birla Sun Life Infrastructure Fund-Growth,5000,31-Jan-2006,,INF209K01504
119516,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life International Equity Fund Plan A,Open Ended,Equity Scheme - Sectoral/ Thematic,Aditya Birla Sun Life International Equity Fund - Plan A - Direct - IDCW,1000,17-Sep-2007,16-Oct-2007,INF209K01Q89
119517,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life International Equity Fund Plan A,Open Ended,Equity Scheme - Sectoral/ Thematic,Aditya Birla Sun Life International Equity Fund - Plan A - Growth - Direct Plan,1000,17-Sep-2007,16-Oct-2007,INF209K01WS3
106873,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life International Equity Fund Plan A,Open Ended,Equity Scheme - Sectoral/ Thematic,Aditya Birla Sun Life International Equity Fund - Plan A - Growth - Regular Plan,1000,17-Sep-2007,16-Oct-2007,INF209K01520
106872,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life International Equity Fund Plan A,Open Ended,Equity Scheme - Sectoral/ Thematic,Aditya Birla Sun Life International Equity Fund - Plan A - Regular - IDCW,1000,17-Sep-2007,16-Oct-2007,INF209K01512INF209K01CV9
119519,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life International Equity Fund Plan B,Open Ended,Equity Scheme - Sectoral/ Thematic,Aditya Birla Sun Life International Equity Fund - Plan B - Direct - IDCW,1000,17-Sep-2007,16-Oct-2007,INF209K01Q97
119518,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life International Equity Fund Plan B,Open Ended,Equity Scheme - Sectoral/ Thematic,Aditya Birla Sun Life International Equity Fund - Plan B - Growth - Direct Plan,1000,17-Sep-2007,16-Oct-2007,INF209K01WU9
106876,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life International Equity Fund Plan B,Open Ended,Equity Scheme - Sectoral/ Thematic,Aditya Birla Sun Life International Equity Fund - Plan B - Growth - Regular Plan,1000,17-Sep-2007,16-Oct-2007,INF209K01546
106875,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life International Equity Fund Plan B,Open Ended,Equity Scheme - Sectoral/ Thematic,Aditya Birla Sun Life International Equity Fund - Plan B - Regular - IDCW,1000,17-Sep-2007,16-Oct-2007,INF209K01538INF209K01CW7
133514,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Manufacturing Equity Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,Aditya Birla Sun Life Manufacturing Equity Fund - Direct - IDCW,Rs. 5000/- and in multiples of Rs.1/- thereafter,13-Jan-2015,,INF209KA1YL8INF209KA1YM6
133516,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Manufacturing Equity Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,Aditya Birla Sun Life Manufacturing Equity Fund - Direct Plan - Growth,Rs. 5000/- and in multiples of Rs.1/- thereafter,13-Jan-2015,,INF209KA1YK0
133515,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Manufacturing Equity Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,Aditya Birla Sun Life Manufacturing Equity Fund - Regular - IDCW,Rs. 5000/- and in multiples of Rs.1/- thereafter,13-Jan-2015,,INF209KA1YI4INF209KA1YJ2
133513,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Manufacturing Equity Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,Aditya Birla Sun Life Manufacturing Equity Fund - Regular Plan - Growth,Rs. 5000/- and in multiples of Rs.1/- thereafter,13-Jan-2015,,INF209KA1YH6
119647,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life MNC Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,Aditya Birla Sun Life MNC Fund - DIRECT - IDCW,5000,16-Nov-1998,16-Nov-1998,INF209K01Q06INF209K01VU1
119646,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life MNC Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,Aditya Birla Sun Life MNC Fund - Growth - Direct Plan,5000,16-Nov-1998,16-Nov-1998,INF209K01VT3
100064,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life MNC Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,Aditya Birla Sun Life MNC Fund - Growth - Regular Plan,5000,16-Nov-1998,16-Nov-1998,INF209K01322
100063,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life MNC Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,Aditya Birla Sun Life MNC Fund - Regular - IDCW,5000,16-Nov-1998,16-Nov-1998,INF209K01314INF209K01CL0
147410,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Pharma and Healthcare Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,Aditya Birla Sun Life Pharma and Healthcare Fund-Direct - Payout of IDCW,1000,20-Jun-2019,,INF209KB1O33INF209KB1O41
147409,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Pharma and Healthcare Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,Aditya Birla Sun Life Pharma and Healthcare Fund-Direct-Growth,1000,20-Jun-2019,,INF209KB1O25
147408,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Pharma and Healthcare Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,Aditya Birla Sun Life Pharma and Healthcare Fund-Regular - Payout of IDCW,1000,20-Jun-2019,,INF209KB1O09INF209KB1O17
147407,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Pharma and Healthcare Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,Aditya Birla Sun Life Pharma and Healthcare Fund-Regular-Growth,1000,20-Jun-2019,,INF209KB1N91
147845,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life PSU Equity Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,Aditya Birla Sun Life PSU Equity Fund-Direct - Payout of IDCW,500,09-Dec-2019,,INF209KB1O90
147844,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life PSU Equity Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,Aditya Birla Sun Life PSU Equity Fund-Direct Plan-Growth,500,09-Dec-2019,,INF209KB1O82
147847,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life PSU Equity Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,Aditya Birla Sun Life PSU Equity Fund-Regular - Payout of IDCW,500,09-Dec-2019,,INF209KB1O74
147846,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life PSU Equity Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,Aditya Birla Sun Life PSU Equity Fund-Regular Plan-Growth,500,09-Dec-2019,,INF209KB1O66
148540,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Special Opportunities Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,Aditya Birla Sun Life Special Opportunities Fund-Direct - IDCW,500,05-Oct-2020,,INF209KB1T87INF209KB1T95
148539,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Special Opportunities Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,Aditya Birla Sun Life Special Opportunities Fund-Direct-Growth,500,05-Oct-2020,,INF209KB1T79
148538,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Special Opportunities Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,Aditya Birla Sun Life Special Opportunities Fund-Regular - IDCW,500,05-Oct-2020,,INF209KB1T53INF209KB1T61
148537,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Special Opportunities Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,Aditya Birla Sun Life Special Opportunities Fund-Regular Plan-Growth,500,05-Oct-2020,,INF209KB1T46
119661,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Tax Plan,Open Ended,Equity Scheme - ELSS,Aditya Birla Sun Life Tax Plan - Direct Plan - Growth Option,Rs 1,02-Feb-1999,,INF209K01VV9
104331,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Tax Plan,Open Ended,Equity Scheme - ELSS,Aditya Birla Sun Life Tax Plan - Regular Plan - Growth Option,Rs 1,02-Feb-1999,,INF209K01348
119660,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Tax Plan,Open Ended,Equity Scheme - ELSS,Aditya Birla Sun Life Tax Plan -DIRECT - IDCW,Rs 1,02-Feb-1999,,INF209K01Q14INF209K01VW7
100067,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Tax Plan,Open Ended,Equity Scheme - ELSS,Aditya Birla Sun Life Tax Plan -Regular - IDCW,Rs 1,02-Feb-1999,,INF209K01330INF209K01CM8
119544,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Tax Relief '96,Open Ended,Equity Scheme - ELSS,Aditya Birla Sun Life Tax Relief '96 - Growth - Direct Plan,5000,01-Jan-1994,01-Jan-1994,INF209K01UN8
107745,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Tax Relief '96,Open Ended,Equity Scheme - ELSS,Aditya Birla Sun Life Tax Relief '96 - Growth Option,5000,01-Jan-1994,01-Jan-1994,INF209K01108
119543,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Tax Relief '96,Open Ended,Equity Scheme - ELSS,Aditya Birla Sun Life Tax Relief '96 -DIRECT - IDCW,5000,01-Jan-1994,01-Jan-1994,INF209K01P23INF209K01UM0
103164,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Tax Relief '96,Open Ended,Equity Scheme - ELSS,Aditya Birla Sun Life Tax Relief '96 -Regular - IDCW,5000,01-Jan-1994,01-Jan-1994,INF209K01090INF209K01CB1
145488,3,1,Aditya Birla Sun Life AMC Limited,ADITYA BIRLA SUN LIFE OVERNIGHT FUND,Open Ended,Debt Scheme - Overnight Fund,ADITYA BIRLA SUN LIFE OVERNIGHT FUND-  Direct - Monthly Payout of IDCW,1000,30-Oct-2018,,INF209KB1ZL4
145489,3,1,Aditya Birla Sun Life AMC Limited,ADITYA BIRLA SUN LIFE OVERNIGHT FUND,Open Ended,Debt Scheme - Overnight Fund,ADITYA BIRLA SUN LIFE OVERNIGHT FUND-  Direct - Weekly Reinvestment of IDCW,1000,30-Oct-2018,,INF209KB1ZJ8
145482,3,1,Aditya Birla Sun Life AMC Limited,ADITYA BIRLA SUN LIFE OVERNIGHT FUND,Open Ended,Debt Scheme - Overnight Fund,ADITYA BIRLA SUN LIFE OVERNIGHT FUND-  Regular - Weekly Reinvestment of IDCW option,1000,30-Oct-2018,,INF209KB1ZE9
145487,3,1,Aditya Birla Sun Life AMC Limited,ADITYA BIRLA SUN LIFE OVERNIGHT FUND,Open Ended,Debt Scheme - Overnight Fund,ADITYA BIRLA SUN LIFE OVERNIGHT FUND- Direct - Daily Reinvestment of IDCW,1000,30-Oct-2018,,INF209KB1ZI0
145483,3,1,Aditya Birla Sun Life AMC Limited,ADITYA BIRLA SUN LIFE OVERNIGHT FUND,Open Ended,Debt Scheme - Overnight Fund,ADITYA BIRLA SUN LIFE OVERNIGHT FUND- Regular - Daily Reinvestment of IDCW,1000,30-Oct-2018,,INF209KB1ZD1
145485,3,1,Aditya Birla Sun Life AMC Limited,ADITYA BIRLA SUN LIFE OVERNIGHT FUND,Open Ended,Debt Scheme - Overnight Fund,ADITYA BIRLA SUN LIFE OVERNIGHT FUND- Regular- Monthly Payout of IDCW option,1000,30-Oct-2018,,INF209KB1ZG4
145486,3,1,Aditya Birla Sun Life AMC Limited,ADITYA BIRLA SUN LIFE OVERNIGHT FUND,Open Ended,Debt Scheme - Overnight Fund,ADITYA BIRLA SUN LIFE OVERNIGHT FUND-DIRECT PLAN-GROWTH,1000,30-Oct-2018,,INF209KB1ZH2
145481,3,1,Aditya Birla Sun Life AMC Limited,ADITYA BIRLA SUN LIFE OVERNIGHT FUND,Open Ended,Debt Scheme - Overnight Fund,ADITYA BIRLA SUNLIFE OVERNIGHT FUND-REGULAR PLAN-GROWTH,1000,30-Oct-2018,,INF209KB1ZC3
